Province/State,Country/Region,Lat,Long,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Popolazione,33.93911,67.709953,2.769.012,2.770.137,2.697.560,2.674.863,2.653.253,2.630.040,2.610.178,2.587.635,2.570.489,2.559.005,2.546.804,2.544.815,2.552.415,2.566.690,2.565.386,2.586.029,2.604.557,2.614.065,2.636.341,2.657.058,2.677.229,2.724.565,2.760.303,2.776.835,2.794.353,2.810.118,2.815.541,2.820.219,2.808.293
